"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"77","od #oovoo I am sending nudes right now kik : SOBOMA   #lesbian #dinner #instago https://t.co/AYbupg7HnP",FALSE,0,NA,2017-12-06 10:21:17,FALSE,NA,"938352638575255552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stattacaranmo",0,FALSE,FALSE,NA,NA
"78","Last chance to get your Mother Earth Kimberley Gala Dinner Tickets at https://t.co/PDXtfIETko #lastchance #gala… https://t.co/J0OZjbNiYi",FALSE,2,NA,2017-12-06 06:37:18,TRUE,NA,"938296273534439425",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AHorth",2,FALSE,FALSE,NA,NA
"79","#day955 #dinner #quesadilla @ Fort Greene, Brooklyn https://t.co/YSDjZYrfqg",FALSE,1,NA,2017-12-06 04:27:20,FALSE,NA,"938263566377013249",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","pons00",1,FALSE,FALSE,"-73.97505","40.68697"
"80","RT @stinger_mario: #PalaceResort, #romantic #dinner on the #beach for VIP members
https://t.co/B0fwkskSxn

#travel #vacation https://t.co/A…",FALSE,0,NA,2017-12-06 03:19:08,FALSE,NA,"938246400487362566",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MoffattGunnora",40,TRUE,FALSE,NA,NA
"81","RT @FamilyCircleMag: A rib roast #dinner for the holidays is a tasty idea. https://t.co/iZ8Cc5saqv https://t.co/JL7K21uRNC",FALSE,0,NA,2017-12-06 02:38:59,FALSE,NA,"938236296283262978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ClaudiaB898",1,TRUE,FALSE,NA,NA
"82","#MyFamilyIn3Words #family #parents #father #dad #son #parenting #vintage #TV #guns #grandma #shooting #television… https://t.co/KAzFVbBOcI",FALSE,0,NA,2017-12-06 02:17:29,TRUE,NA,"938230884519604228",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RancidRandy1",0,FALSE,FALSE,NA,NA
"83","RT @NourishedBite: Bake this salmon for a fast and flavorful weekday meal https://t.co/vQZF9KDqUw #recipe #dinner #healthyeats… https://t.c…",FALSE,0,NA,2017-12-06 02:07:39,FALSE,NA,"938228410593181696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","musclebrain101",1,TRUE,FALSE,NA,NA
"84","RT @alroker: For #dinner #tonight I made #grilled #salmon with #chimichurri roasted #cauliflower with #smoked #paprika and #sauteed #zucchi…",FALSE,0,NA,2017-12-06 01:55:25,FALSE,NA,"938225332473262080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MandPFuchs",38,TRUE,FALSE,NA,NA
"85","RT @alroker: For #dinner #tonight I made #grilled #salmon with #chimichurri roasted #cauliflower with #smoked #paprika and #sauteed #zucchi…",FALSE,0,NA,2017-12-06 01:52:12,FALSE,NA,"938224524931170304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcfrizzygirl",38,TRUE,FALSE,NA,NA
"86","Bake this salmon for a fast and flavorful weekday meal https://t.co/vQZF9KDqUw #recipe #dinner #healthyeats… https://t.co/vV7r56JNW3",FALSE,1,NA,2017-12-06 01:19:00,FALSE,NA,"938216169265344512",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","NourishedBite",1,FALSE,FALSE,NA,NA
"87","Fall #dinner <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> https://t.co/oH0uTw2vVQ https://t.co/oPl2AXX5G6",FALSE,0,NA,2017-12-06 00:58:03,FALSE,NA,"938210897264340992",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AngelaHacksLife",0,FALSE,FALSE,NA,NA
"88","<ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>The #Top10% of American drinkers: 24 million adults over #age #18 consume on #average 74 #alcoholic #drinks per… https://t.co/6mPlOffN9J",FALSE,6,NA,2017-12-06 00:54:24,TRUE,NA,"938209977671536640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aimee2day",5,FALSE,FALSE,NA,NA
"89","#meatloaf #dinner #tonight #homecooking #nyccook @BHG recipe from a long time ago is the inspiration for my own tak… https://t.co/oKWFbPQzjR",FALSE,1,NA,2017-12-06 00:41:06,TRUE,NA,"938206630113611778",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhiskeyWomanNYC",0,FALSE,FALSE,NA,NA
"90","#Heatcaribbeankitchenandlounge #chickenfriedrice #mojitos #lamb #lambchops #broccoli #macaronipie #cheese #lunch… https://t.co/foqKQlwSbl",FALSE,2,NA,2017-12-06 00:39:01,TRUE,NA,"938206104856793089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","foodfrenzylove",1,FALSE,FALSE,NA,NA
"91","small bites, big flavor <U+2728><ed><U+00A0><U+00BC><ed><U+00BD><U+00BD><U+2728>#newyorkcity #flatiron #nycfood #dinner #traveltuesday #BouleyTestKitchen #BouleyEvents… https://t.co/Qcq8CW0424",FALSE,4,NA,2017-12-05 23:49:25,TRUE,NA,"938193624080240641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DavidBouley",2,FALSE,FALSE,NA,NA
"92","#thedogandduck #christmastree #christmaslights #holidaysarecoming #dinner #beer #wine… https://t.co/uG4CdjqYh7",FALSE,1,NA,2017-12-05 23:43:39,FALSE,NA,"938192172200931329",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","thedogandduck46",0,FALSE,FALSE,"-73.91819","40.74636"
"93","#bonemarrow and #beet soup coming right up! #dinner https://t.co/DTvFz5mx75 https://t.co/g4ptuguiLO",FALSE,0,NA,2017-12-05 23:34:10,FALSE,NA,"938189785876844544",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AngelaHacksLife",0,FALSE,FALSE,NA,NA
"94","Sill one of my favorite @plated recipes. #dinner #homemade #platedpics https://t.co/utubKPUuMU",FALSE,3,NA,2017-12-05 23:30:05,FALSE,NA,"938188759702663168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","K_Simonsen",0,FALSE,FALSE,NA,NA
"95","RT @alroker: For #dinner #tonight I made #grilled #salmon with #chimichurri roasted #cauliflower with #smoked #paprika and #sauteed #zucchi…",FALSE,0,NA,2017-12-05 22:58:56,FALSE,NA,"938180919663513601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rboas2014",38,TRUE,FALSE,NA,NA
"96","RT @alroker: For #dinner #tonight I made #grilled #salmon with #chimichurri roasted #cauliflower with #smoked #paprika and #sauteed #zucchi…",FALSE,0,NA,2017-12-05 22:32:47,FALSE,NA,"938174338645164032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TresBelle21",38,TRUE,FALSE,NA,NA
"97","Love Buca di Beppo? Get $50 Free Lyft ride credit to get there free. Use Lyft Coupon Code: DEX #munch #food #takeout #dinner",FALSE,0,NA,2017-12-05 22:06:40,FALSE,NA,"938167765357252613",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","SpunkyHotDeals",0,FALSE,FALSE,NA,NA
"98","#dinner. And exactly the reason that I got turkey pepperoni and not regular pepperoni. #TuesdayThoughts https://t.co/bPGTGrSd1c",FALSE,1,NA,2017-12-05 21:47:03,FALSE,NA,"938162830297239552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fictionjennifer",0,FALSE,FALSE,NA,NA
"99","Number two is on our minds for #dinner.. The five #wine stars in #Italy are here! https://t.co/0qDC48aZnk",FALSE,0,NA,2017-12-05 21:40:08,FALSE,NA,"938161088100782080",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","JPLinguistics",0,FALSE,FALSE,NA,NA
"100","Five napkin meal. If it ain't messy it ain't BBQ. #chilisbarandgrill #smokehouse #dinner #food… https://t.co/UirPIiahHU",FALSE,0,NA,2017-12-05 21:37:09,FALSE,NA,"938160338188595201",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","akaMathChick",0,FALSE,FALSE,NA,NA
